date,daily_vaccinations_per_million
2021-02-22,4325
2021-02-23,4191
2021-02-24,4350
2021-02-25,4501
2021-02-26,4643
2021-02-27,4919
2021-02-28,5188
2021-03-01,5434
2021-03-02,5809
2021-03-03,6012
2021-03-04,6108
2021-03-05,6217
2021-03-06,6453
2021-03-07,6457
2021-03-08,6488
2021-03-09,6433
2021-03-10,6485
2021-03-11,6677
2021-03-12,6886
2021-03-13,7600
2021-03-14,7137
2021-02-27,
2021-02-28,
2021-03-01,2598
2021-03-02,3144
2021-03-03,3894
2021-03-04,3632
2021-03-05,3468
2021-03-06,2973
2021-03-07,2973
2021-03-08,3388
2021-03-09,3680
2021-03-10,3838
2021-03-11,4395
2021-03-12,4976
2021-03-13,5409
2021-03-14,5409
2021-02-17,
2021-02-18,1
2021-02-19,1
2021-02-20,1
2021-02-21,1
2021-02-22,1
2021-02-23,8
2021-02-24,13
2021-02-25,19
2021-02-26,25
2021-02-27,31
2021-02-28,36
2021-03-01,42
2021-03-02,42
2021-03-03,42
2021-03-04,42
2021-03-07,
2021-03-08,9
2021-03-09,9
2021-03-10,9
2021-03-11,9
2021-03-12,9
2021-03-13,9
2020-12-13,
2020-12-14,716
2020-12-15,716
2020-12-16,716
2020-12-17,716
2020-12-18,716
2020-12-19,716
2020-12-20,716
2020-12-21,695
2020-12-22,673
2020-12-23,652
2020-12-24,630
2020-12-25,609
2020-12-26,587
2020-12-27,566
2020-12-28,577
2020-12-29,589
2020-12-30,600
2020-12-31,611
2021-01-01,622
2021-01-02,634
2021-01-03,645
2021-01-04,782
2021-01-05,918
2021-01-06,1055
2021-01-07,1191
2021-01-08,1328
2021-01-09,1464
2021-01-10,1601
2021-01-11,1609
2021-01-12,1840
2021-01-13,2137
2021-01-14,2516
2021-01-15,2672
2021-01-16,2827
2021-01-17,2982
2021-01-18,3211
2021-01-19,3385
2021-01-20,3522
2021-01-21,3907
2021-01-22,4804
2021-01-23,5510
2021-01-24,5412
2021-01-25,5798
2021-01-26,6197
2021-01-27,6611
2021-01-28,6807
2021-01-29,6250
2021-01-30,6307
2021-01-31,6605
2021-02-01,6822
2021-02-02,6829
2021-02-03,7025
2021-02-04,7327
2021-02-05,8179
2021-02-06,8517
2021-02-07,8592
2021-02-08,8679
2021-02-09,8856
2021-02-10,8886
2021-02-11,8848
2021-02-12,8799
2021-02-13,8337
2021-02-14,8312
2021-02-15,7745
2021-02-16,7305
2021-02-17,6982
2021-02-18,6549
2021-02-19,5992
2021-02-20,5511
2021-02-21,5201
2021-02-22,5265
2021-02-23,5321
2021-02-24,5308
2021-02-25,5342
2021-02-26,5414
2021-02-27,5535
2021-02-28,5641
2021-03-01,5701
2021-03-02,5845
2021-03-03,5975
2021-03-04,6319
2021-03-05,6624
2021-03-06,6846
2021-03-07,6912
2021-03-08,6988
2021-03-09,7196
2021-03-10,7479
2021-03-11,7806
2021-03-12,8281
2021-03-13,9052
2020-12-13,
2020-12-14,0
2020-12-15,98
2020-12-16,65
2020-12-17,49
2020-12-18,40
2020-12-19,33
2020-12-20,49
2020-12-21,51
2020-12-22,24
2020-12-23,34
2020-12-24,35
2020-12-25,36
2020-12-26,54
2020-12-27,42
2020-12-28,47
2020-12-29,51
2020-12-30,60
2020-12-31,118
2021-01-01,120
2021-01-02,145
2021-01-03,148
2021-01-04,156
2021-01-05,180
2021-01-06,180
2021-01-07,143
2021-01-08,166
2021-01-09,212
2021-01-10,230
2021-01-11,272
2021-01-12,266
2021-01-13,311
2021-01-14,333
2021-01-15,357
2021-01-16,287
2021-01-17,275
2021-01-18,244
2021-01-19,314
2021-01-20,387
2021-01-21,396
2021-01-22,414
2021-01-23,449
2021-01-24,481
2021-01-25,503
2021-01-26,458
2021-01-27,524
2021-01-28,547
2021-01-29,558
2021-01-30,571
2021-01-31,603
2021-02-01,609
2021-02-02,611
2021-02-03,607
2021-02-04,615
2021-02-05,608
2021-02-06,619
2021-02-07,606
2021-02-08,611
2021-02-09,795
2021-02-10,738
2021-02-11,741
2021-02-12,772
2021-02-13,784
2021-02-14,791
2021-02-15,787
2021-02-16,659
2021-02-17,606
2021-02-18,630
2021-02-19,628
2021-02-20,619
2021-02-21,611
2021-02-22,620
2021-02-23,596
2021-02-24,608
2021-02-25,607
2021-02-26,622
2021-02-27,637
2021-02-28,876
2021-03-01,928
2021-03-02,963
2021-03-03,996
2021-03-04,1037
2021-03-05,1071
2021-03-06,1108
2021-03-07,900
2021-03-08,910
2021-03-09,920
2021-03-10,949
2021-03-11,947
2021-03-12,977
2021-03-13,1019
2021-03-14,974
2021-02-18,
2021-02-19,22
2021-02-20,22
2021-02-21,22
2021-02-22,22
2021-02-23,54
2021-02-24,88
2021-02-25,106
2021-02-26,118
2021-02-27,145
2021-02-28,172
2021-03-01,194
2021-03-02,202
2021-03-03,193
2021-03-04,189
2021-03-05,180
2021-03-06,157
2021-03-07,129
2021-03-08,135
2021-03-09,103
2021-03-10,76
2021-03-11,52
2021-03-12,48
2021-03-13,42
2021-03-14,40
